"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count
	"Prostate"	"28010"	"Georgia"	"13"	140074
	"Prostate"	"28010"	"Hawaii"	"15"	18246
	"Prostate"	"28010"	"Idaho"	"16"	24603
	"Prostate"	"28010"	"Illinois"	"17"	191834
	"Prostate"	"28010"	"Indiana"	"18"	81448
	"Prostate"	"28010"	"Iowa"	"19"	49166
	"Prostate"	"28010"	"Kansas"	"20"	44606
	"Prostate"	"28010"	"Kentucky"	"21"	63051
	"Prostate"	"28010"	"Louisiana"	"22"	77123
	"Prostate"	"28010"	"Maine"	"23"	23428
	"Prostate"	"28010"	"Maryland"	"24"	95241
	"Prostate"	"28010"	"Massachusetts"	"25"	107828
	"Prostate"	"28010"	"Michigan"	"26"	174008
	"Prostate"	"28010"	"Minnesota"	"27"	87830
	"Prostate"	"28010"	"Mississippi"	"28"	40900
	"Prostate"	"28010"	"Missouri"	"29"	83008
	"Prostate"	"28010"	"Montana"	"30"	19870
	"Prostate"	"28010"	"Nebraska"	"31"	29200
	"Prostate"	"28010"	"Nevada"	"32"	33823
	"Prostate"	"28010"	"New Hampshire"	"33"	23094
	"Prostate"	"28010"	"New Jersey"	"34"	161242
	"Prostate"	"28010"	"New Mexico"	"35"	27136
	"Prostate"	"28010"	"New York"	"36"	331839
	"Prostate"	"28010"	"North Carolina"	"37"	151473
	"Prostate"	"28010"	"North Dakota"	"38"	12292
	"Prostate"	"28010"	"Ohio"	"39"	179785
	"Prostate"	"28010"	"Oklahoma"	"40"	53379
	"Prostate"	"28010"	"Oregon"	"41"	58328
	"Prostate"	"28010"	"Pennsylvania"	"42"	219699
	"Prostate"	"28010"	"Rhode Island"	"44"	17622
	"Prostate"	"28010"	"South Carolina"	"45"	77318
	"Prostate"	"28010"	"South Dakota"	"46"	13262
	"Prostate"	"28010"	"Tennessee"	"47"	91682
	"Prostate"	"28010"	"Texas"	"48"	292298
	"Prostate"	"28010"	"Utah"	"49"	34022
	"Prostate"	"28010"	"Vermont"	"50"	10325
	"Prostate"	"28010"	"Virginia"	"51"	113709
	"Prostate"	"28010"	"Washington"	"53"	100155
	"Prostate"	"28010"	"West Virginia"	"54"	29710
	"Prostate"	"28010"	"Wisconsin"	"55"	94304
	"Prostate"	"28010"	"Wyoming"	"56"	9167
	"Testis"	"28020"	"Alabama"	"01"	2117
	"Testis"	"28020"	"Alaska"	"02"	497
	"Testis"	"28020"	"Arizona"	"04"	3724
	"Testis"	"28020"	"Arkansas"	"05"	1366
	"Testis"	"28020"	"California"	"06"	24082
	"Testis"	"28020"	"Colorado"	"08"	3435
	"Testis"	"28020"	"Connecticut"	"09"	2298
	"Testis"	"28020"	"Delaware"	"10"	469
	"Testis"	"28020"	"District of Columbia"	"11"	340
	"Testis"	"28020"	"Florida"	"12"	9767
	"Testis"	"28020"	"Georgia"	"13"	4325
	"Testis"	"28020"	"Hawaii"	"15"	791
	"Testis"	"28020"	"Idaho"	"16"	1050
	"Testis"	"28020"	"Illinois"	"17"	7818
	"Testis"	"28020"	"Indiana"	"18"	3643
	"Testis"	"28020"	"Iowa"	"19"	2144
	"Testis"	"28020"	"Kansas"	"20"	1789
	"Testis"	"28020"	"Kentucky"	"21"	2410
	"Testis"	"28020"	"Louisiana"	"22"	2173
	"Testis"	"28020"	"Maine"	"23"	892
	"Testis"	"28020"	"Maryland"	"24"	2749
	"Testis"	"28020"	"Massachusetts"	"25"	4369
	"Testis"	"28020"	"Michigan"	"26"	6023
	"Testis"	"28020"	"Minnesota"	"27"	4059
	"Testis"	"28020"	"Mississippi"	"28"	918
	"Testis"	"28020"	"Missouri"	"29"	3165
	"Testis"	"28020"	"Montana"	"30"	724
	"Testis"	"28020"	"Nebraska"	"31"	1299
	"Testis"	"28020"	"Nevada"	"32"	1408
	"Testis"	"28020"	"New Hampshire"	"33"	979
	"Testis"	"28020"	"New Jersey"	"34"	5431
	"Testis"	"28020"	"New Mexico"	"35"	1322
	"Testis"	"28020"	"New York"	"36"	11934
	"Testis"	"28020"	"North Carolina"	"37"	4957
	"Testis"	"28020"	"North Dakota"	"38"	493
	"Testis"	"28020"	"Ohio"	"39"	6747
	"Testis"	"28020"	"Oklahoma"	"40"	2026
	"Testis"	"28020"	"Oregon"	"41"	2783
	"Testis"	"28020"	"Pennsylvania"	"42"	8236
	"Testis"	"28020"	"Rhode Island"	"44"	691
	"Testis"	"28020"	"South Carolina"	"45"	1984
	"Testis"	"28020"	"South Dakota"	"46"	473
	"Testis"	"28020"	"Tennessee"	"47"	3280
	"Testis"	"28020"	"Texas"	"48"	14278
	"Testis"	"28020"	"Utah"	"49"	2096
	"Testis"	"28020"	"Vermont"	"50"	462
	"Testis"	"28020"	"Virginia"	"51"	3880
	"Testis"	"28020"	"Washington"	"53"	4851
	"Testis"	"28020"	"West Virginia"	"54"	1027
	"Testis"	"28020"	"Wisconsin"	"55"	4181
	"Testis"	"28020"	"Wyoming"	"56"	400
	"Penis"	"28030"	"Alabama"	"01"	465
	"Penis"	"28030"	"Alaska"	"02"	49
	"Penis"	"28030"	"Arizona"	"04"	485
	"Penis"	"28030"	"Arkansas"	"05"	345
	"Penis"	"28030"	"California"	"06"	2892
	"Penis"	"28030"	"Colorado"	"08"	333
	"Penis"	"28030"	"Connecticut"	"09"	365
	"Penis"	"28030"	"Delaware"	"10"	72
	"Penis"	"28030"	"District of Columbia"	"11"	41
	"Penis"	"28030"	"Florida"	"12"	2107
	"Penis"	"28030"	"Georgia"	"13"	801
	"Penis"	"28030"	"Hawaii"	"15"	92
	"Penis"	"28030"	"Idaho"	"16"	115
	"Penis"	"28030"	"Illinois"	"17"	1085
	"Penis"	"28030"	"Indiana"	"18"	587
	"Penis"	"28030"	"Iowa"	"19"	349
	"Penis"	"28030"	"Kansas"	"20"	243
	"Penis"	"28030"	"Kentucky"	"21"	622
	"Penis"	"28030"	"Louisiana"	"22"	494
	"Penis"	"28030"	"Maine"	"23"	217
	"Penis"	"28030"	"Maryland"	"24"	406
	"Penis"	"28030"	"Massachusetts"	"25"	688
	"Penis"	"28030"	"Michigan"	"26"	887
	"Penis"	"28030"	"Minnesota"	"27"	568
	"Penis"	"28030"	"Mississippi"	"28"	273
	"Penis"	"28030"	"Missouri"	"29"	524
	"Penis"	"28030"	"Montana"	"30"	111
	"Penis"	"28030"	"Nebraska"	"31"	199
	"Penis"	"28030"	"Nevada"	"32"	177
	"Penis"	"28030"	"New Hampshire"	"33"	124
	"Penis"	"28030"	"New Jersey"	"34"	780
	"Penis"	"28030"	"New Mexico"	"35"	224
	"Penis"	"28030"	"New York"	"36"	1875
	"Penis"	"28030"	"North Carolina"	"37"	900
	"Penis"	"28030"	"North Dakota"	"38"	72
	"Penis"	"28030"	"Ohio"	"39"	1100
	"Penis"	"28030"	"Oklahoma"	"40"	371
	"Penis"	"28030"	"Oregon"	"41"	301
	"Penis"	"28030"	"Pennsylvania"	"42"	1193
	"Penis"	"28030"	"Rhode Island"	"44"	121
	"Penis"	"28030"	"South Carolina"	"45"	427
	"Penis"	"28030"	"South Dakota"	"46"	96
	"Penis"	"28030"	"Tennessee"	"47"	634
	"Penis"	"28030"	"Texas"	"48"	2367
	"Penis"	"28030"	"Utah"	"49"	145
	"Penis"	"28030"	"Vermont"	"50"	64
	"Penis"	"28030"	"Virginia"	"51"	608
	"Penis"	"28030"	"Washington"	"53"	478
	"Penis"	"28030"	"West Virginia"	"54"	287
	"Penis"	"28030"	"Wisconsin"	"55"	506
	"Penis"	"28030"	"Wyoming"	"56"	51
	"Other Male Genital Organs"	"28040"	"Alabama"	"01"	95
	"Other Male Genital Organs"	"28040"	"Arizona"	"04"	146
	"Other Male Genital Organs"	"28040"	"Arkansas"	"05"	48
	"Other Male Genital Organs"	"28040"	"California"	"06"	932
	"Other Male Genital Organs"	"28040"	"Colorado"	"08"	114
	"Other Male Genital Organs"	"28040"	"Connecticut"	"09"	110
	"Other Male Genital Organs"	"28040"	"Delaware"	"10"	23
	"Other Male Genital Organs"	"28040"	"Florida"	"12"	537
	"Other Male Genital Organs"	"28040"	"Georgia"	"13"	248
	"Other Male Genital Organs"	"28040"	"Hawaii"	"15"	72
	"Other Male Genital Organs"	"28040"	"Idaho"	"16"	34
	"Other Male Genital Organs"	"28040"	"Illinois"	"17"	264
	"Other Male Genital Organs"	"28040"	"Indiana"	"18"	153
	"Other Male Genital Organs"	"28040"	"Iowa"	"19"	117
	"Other Male Genital Organs"	"28040"	"Kansas"	"20"	64
	"Other Male Genital Organs"	"28040"	"Kentucky"	"21"	83
	"Other Male Genital Organs"	"28040"	"Louisiana"	"22"	119
	"Other Male Genital Organs"	"28040"	"Maine"	"23"	36
	"Other Male Genital Organs"	"28040"	"Maryland"	"24"	118
	"Other Male Genital Organs"	"28040"	"Massachusetts"	"25"	153
	"Other Male Genital Organs"	"28040"	"Michigan"	"26"	261
	"Other Male Genital Organs"	"28040"	"Minnesota"	"27"	212
	"Other Male Genital Organs"	"28040"	"Mississippi"	"28"	48
	"Other Male Genital Organs"	"28040"	"Missouri"	"29"	133
	"Other Male Genital Organs"	"28040"	"Montana"	"30"	33
	"Other Male Genital Organs"	"28040"	"Nebraska"	"31"	47
	"Other Male Genital Organs"	"28040"	"Nevada"	"32"	60
	"Other Male Genital Organs"	"28040"	"New Hampshire"	"33"	60
	"Other Male Genital Organs"	"28040"	"New Jersey"	"34"	239
	"Other Male Genital Organs"	"28040"	"New Mexico"	"35"	42
	"Other Male Genital Organs"	"28040"	"New York"	"36"	517
	"Other Male Genital Organs"	"28040"	"North Carolina"	"37"	218
	"Other Male Genital Organs"	"28040"	"North Dakota"	"38"	17
	"Other Male Genital Organs"	"28040"	"Ohio"	"39"	254
	"Other Male Genital Organs"	"28040"	"Oklahoma"	"40"	74
	"Other Male Genital Organs"	"28040"	"Oregon"	"41"	104
	"Other Male Genital Organs"	"28040"	"Pennsylvania"	"42"	373
	"Other Male Genital Organs"	"28040"	"Rhode Island"	"44"	23
	"Other Male Genital Organs"	"28040"	"South Carolina"	"45"	85
	"Other Male Genital Organs"	"28040"	"South Dakota"	"46"	19
	"Other Male Genital Organs"	"28040"	"Tennessee"	"47"	128
	"Other Male Genital Organs"	"28040"	"Texas"	"48"	497
	"Other Male Genital Organs"	"28040"	"Utah"	"49"	80
	"Other Male Genital Organs"	"28040"	"Vermont"	"50"	18
	"Other Male Genital Organs"	"28040"	"Virginia"	"51"	127
	"Other Male Genital Organs"	"28040"	"Washington"	"53"	246
	"Other Male Genital Organs"	"28040"	"West Virginia"	"54"	46
	"Other Male Genital Organs"	"28040"	"Wisconsin"	"55"	151
	"Urinary System"	"29010-29040"	"Alabama"	"01"	40942
	"Urinary System"	"29010-29040"	"Alaska"	"02"	4860
	"Urinary System"	"29010-29040"	"Arizona"	"04"	55666
	"Urinary System"	"29010-29040"	"Arkansas"	"05"	27683
	"Urinary System"	"29010-29040"	"California"	"06"	261918
	"Urinary System"	"29010-29040"	"Colorado"	"08"	35983
	"Urinary System"	"29010-29040"	"Connecticut"	"09"	38874
	"Urinary System"	"29010-29040"	"Delaware"	"10"	9634
	"Urinary System"	"29010-29040"	"District of Columbia"	"11"	3809
	"Urinary System"	"29010-29040"	"Florida"	"12"	208061
	"Urinary System"	"29010-29040"	"Georgia"	"13"	70056
	"Urinary System"	"29010-29040"	"Hawaii"	"15"	9607
	"Urinary System"	"29010-29040"	"Idaho"	"16"	13684
	"Urinary System"	"29010-29040"	"Illinois"	"17"	118661
	"Urinary System"	"29010-29040"	"Indiana"	"18"	58581
	"Urinary System"	"29010-29040"	"Iowa"	"19"	32839
	"Urinary System"	"29010-29040"	"Kansas"	"20"	26487
	"Urinary System"	"29010-29040"	"Kentucky"	"21"	44656
	"Urinary System"	"29010-29040"	"Louisiana"	"22"	42262
	"Urinary System"	"29010-29040"	"Maine"	"23"	16995
	"Urinary System"	"29010-29040"	"Maryland"	"24"	47033
	"Urinary System"	"29010-29040"	"Massachusetts"	"25"	68222
	"Urinary System"	"29010-29040"	"Michigan"	"26"	98789
	"Urinary System"	"29010-29040"	"Minnesota"	"27"	49506
	"Urinary System"	"29010-29040"	"Mississippi"	"28"	22060
	"Urinary System"	"29010-29040"	"Missouri"	"29"	57296
	"Urinary System"	"29010-29040"	"Montana"	"30"	10226
	"Urinary System"	"29010-29040"	"Nebraska"	"31"	17063
	"Urinary System"	"29010-29040"	"Nevada"	"32"	20647
	"Urinary System"	"29010-29040"	"New Hampshire"	"33"	14889
	"Urinary System"	"29010-29040"	"New Jersey"	"34"	89832
	"Urinary System"	"29010-29040"	"New Mexico"	"35"	14669
	"Urinary System"	"29010-29040"	"New York"	"36"	192707
	"Urinary System"	"29010-29040"	"North Carolina"	"37"	85116
	"Urinary System"	"29010-29040"	"North Dakota"	"38"	6698
	"Urinary System"	"29010-29040"	"Ohio"	"39"	114865
	"Urinary System"	"29010-29040"	"Oklahoma"	"40"	34024
	"Urinary System"	"29010-29040"	"Oregon"	"41"	36480
	"Urinary System"	"29010-29040"	"Pennsylvania"	"42"	145574
	"Urinary System"	"29010-29040"	"Rhode Island"	"44"	12729
	"Urinary System"	"29010-29040"	"South Carolina"	"45"	40571
	"Urinary System"	"29010-29040"	"South Dakota"	"46"	7286
	"Urinary System"	"29010-29040"	"Tennessee"	"47"	57368
	"Urinary System"	"29010-29040"	"Texas"	"48"	177249
	"Urinary System"	"29010-29040"	"Utah"	"49"	14621
	"Urinary System"	"29010-29040"	"Vermont"	"50"	6706
	"Urinary System"	"29010-29040"	"Virginia"	"51"	61445
	"Urinary System"	"29010-29040"	"Washington"	"53"	59792
	"Urinary System"	"29010-29040"	"West Virginia"	"54"	21762
	"Urinary System"	"29010-29040"	"Wisconsin"	"55"	57939
	"Urinary System"	"29010-29040"	"Wyoming"	"56"	4880
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	21121
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	2497
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	30848
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	14405
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	143273
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	20053
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	24022
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	5623
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	1969
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	124685
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	35995
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	4996
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	7783
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	64926
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	31391
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	18217
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	14682
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	23497
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	19746
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	10695
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	25816
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	41001
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	56990
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	28052
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	10013
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	30063
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	6179
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	9420
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	12180
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	9399
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	53611
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	7488
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	112542
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	45014
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	3822
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	65605
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	17464
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	21419
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	86442
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	7935
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	21114
	"Urinary Bladder, invasive and in situ"	"29010"	"South Dakota"	"46"	4111
	"Urinary Bladder, invasive and in situ"	"29010"	"Tennessee"	"47"	29612
	"Urinary Bladder, invasive and in situ"	"29010"	"Texas"	"48"	79114
	"Urinary Bladder, invasive and in situ"	"29010"	"Utah"	"49"	7921
	"Urinary Bladder, invasive and in situ"	"29010"	"Vermont"	"50"	4115
	"Urinary Bladder, invasive and in situ"	"29010"	"Virginia"	"51"	33100
	"Urinary Bladder, invasive and in situ"	"29010"	"Washington"	"53"	34326
	"Urinary Bladder, invasive and in situ"	"29010"	"West Virginia"	"54"	12206
	"Urinary Bladder, invasive and in situ"	"29010"	"Wisconsin"	"55"	32659
	"Urinary Bladder, invasive and in situ"	"29010"	"Wyoming"	"56"	2937
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	18914
	"Kidney and Renal Pelvis"	"29020"	"Alaska"	"02"	2268
	"Kidney and Renal Pelvis"	"29020"	"Arizona"	"04"	23585
	"Kidney and Renal Pelvis"	"29020"	"Arkansas"	"05"	12693
	"Kidney and Renal Pelvis"	"29020"	"California"	"06"	112539
	"Kidney and Renal Pelvis"	"29020"	"Colorado"	"08"	15093
	"Kidney and Renal Pelvis"	"29020"	"Connecticut"	"09"	13805
	"Kidney and Renal Pelvis"	"29020"	"Delaware"	"10"	3776
	"Kidney and Renal Pelvis"	"29020"	"District of Columbia"	"11"	1749
	"Kidney and Renal Pelvis"	"29020"	"Florida"	"12"	78608
	"Kidney and Renal Pelvis"	"29020"	"Georgia"	"13"	32345
	"Kidney and Renal Pelvis"	"29020"	"Hawaii"	"15"	4318
	"Kidney and Renal Pelvis"	"29020"	"Idaho"	"16"	5557
	"Kidney and Renal Pelvis"	"29020"	"Illinois"	"17"	50960
	"Kidney and Renal Pelvis"	"29020"	"Indiana"	"18"	25794
	"Kidney and Renal Pelvis"	"29020"	"Iowa"	"19"	13786
	"Kidney and Renal Pelvis"	"29020"	"Kansas"	"20"	11165
	"Kidney and Renal Pelvis"	"29020"	"Kentucky"	"21"	20065
	"Kidney and Renal Pelvis"	"29020"	"Louisiana"	"22"	21476
	"Kidney and Renal Pelvis"	"29020"	"Maine"	"23"	5946
	"Kidney and Renal Pelvis"	"29020"	"Maryland"	"24"	20034
	"Kidney and Renal Pelvis"	"29020"	"Massachusetts"	"25"	25553
	"Kidney and Renal Pelvis"	"29020"	"Michigan"	"26"	39100
	"Kidney and Renal Pelvis"	"29020"	"Minnesota"	"27"	20255
	"Kidney and Renal Pelvis"	"29020"	"Mississippi"	"28"	11604
	"Kidney and Renal Pelvis"	"29020"	"Missouri"	"29"	25832
	"Kidney and Renal Pelvis"	"29020"	"Montana"	"30"	3847
	"Kidney and Renal Pelvis"	"29020"	"Nebraska"	"31"	7269
	"Kidney and Renal Pelvis"	"29020"	"Nevada"	"32"	7965
	"Kidney and Renal Pelvis"	"29020"	"New Hampshire"	"33"	5128
	"Kidney and Renal Pelvis"	"29020"	"New Jersey"	"34"	34007
	"Kidney and Renal Pelvis"	"29020"	"New Mexico"	"35"	6878
	"Kidney and Renal Pelvis"	"29020"	"New York"	"36"	75322
	"Kidney and Renal Pelvis"	"29020"	"North Carolina"	"37"	38090
	"Kidney and Renal Pelvis"	"29020"	"North Dakota"	"38"	2728
	"Kidney and Renal Pelvis"	"29020"	"Ohio"	"39"	46866
	"Kidney and Renal Pelvis"	"29020"	"Oklahoma"	"40"	15894
	"Kidney and Renal Pelvis"	"29020"	"Oregon"	"41"	14219
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	55478
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	4509
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	18465
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	3005
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	26369
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	94780
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	6393
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	2441
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	26934
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	23946
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	9059
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	24014
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	1852
	"Ureter"	"29030"	"Alabama"	"01"	630
	"Ureter"	"29030"	"Alaska"	"02"	60
	"Ureter"	"29030"	"Arizona"	"04"	847
	"Ureter"	"29030"	"Arkansas"	"05"	406
	"Ureter"	"29030"	"California"	"06"	3799
	"Ureter"	"29030"	"Colorado"	"08"	584
	"Ureter"	"29030"	"Connecticut"	"09"	649
	"Ureter"	"29030"	"Delaware"	"10"	168
	"Ureter"	"29030"	"District of Columbia"	"11"	41
	"Ureter"	"29030"	"Florida"	"12"	3338
	"Ureter"	"29030"	"Georgia"	"13"	987
	"Ureter"	"29030"	"Hawaii"	"15"	209
	"Ureter"	"29030"	"Idaho"	"16"	181
	"Ureter"	"29030"	"Illinois"	"17"	1834
	"Ureter"	"29030"	"Indiana"	"18"	923
	"Ureter"	"29030"	"Iowa"	"19"	502
	"Ureter"	"29030"	"Kansas"	"20"	445
	"Ureter"	"29030"	"Kentucky"	"21"	731
	"Ureter"	"29030"	"Louisiana"	"22"	644
	"Ureter"	"29030"	"Maine"	"23"	230
	"Ureter"	"29030"	"Maryland"	"24"	661
	"Ureter"	"29030"	"Massachusetts"	"25"	1046
	"Ureter"	"29030"	"Michigan"	"26"	1503
	"Ureter"	"29030"	"Minnesota"	"27"	754
	"Ureter"	"29030"	"Mississippi"	"28"	286
	"Ureter"	"29030"	"Missouri"	"29"	955
	"Ureter"	"29030"	"Montana"	"30"	147
	"Ureter"	"29030"	"Nebraska"	"31"	257
	"Ureter"	"29030"	"Nevada"	"32"	242
	"Ureter"	"29030"	"New Hampshire"	"33"	239
	"Ureter"	"29030"	"New Jersey"	"34"	1382
	"Ureter"	"29030"	"New Mexico"	"35"	193
	"Ureter"	"29030"	"New York"	"36"	2943
	"Ureter"	"29030"	"North Carolina"	"37"	1330
	"Ureter"	"29030"	"North Dakota"	"38"	99
	"Ureter"	"29030"	"Ohio"	"39"	1680
	"Ureter"	"29030"	"Oklahoma"	"40"	469
	"Ureter"	"29030"	"Oregon"	"41"	554
	"Ureter"	"29030"	"Pennsylvania"	"42"	2406
	"Ureter"	"29030"	"Rhode Island"	"44"	193
	"Ureter"	"29030"	"South Carolina"	"45"	671
	"Ureter"	"29030"	"South Dakota"	"46"	118
	"Ureter"	"29030"	"Tennessee"	"47"	937
	"Ureter"	"29030"	"Texas"	"48"	2190
	"Ureter"	"29030"	"Utah"	"49"	179
	"Ureter"	"29030"	"Vermont"	"50"	102
	"Ureter"	"29030"	"Virginia"	"51"	961
	"Ureter"	"29030"	"Washington"	"53"	873
	"Ureter"	"29030"	"West Virginia"	"54"	346
	"Ureter"	"29030"	"Wisconsin"	"55"	932
	"Ureter"	"29030"	"Wyoming"	"56"	69
	"Other Urinary Organs"	"29040"	"Alabama"	"01"	277
	"Other Urinary Organs"	"29040"	"Alaska"	"02"	35
	"Other Urinary Organs"	"29040"	"Arizona"	"04"	386
	"Other Urinary Organs"	"29040"	"Arkansas"	"05"	179
	"Other Urinary Organs"	"29040"	"California"	"06"	2307
	"Other Urinary Organs"	"29040"	"Colorado"	"08"	253
	"Other Urinary Organs"	"29040"	"Connecticut"	"09"	398
	"Other Urinary Organs"	"29040"	"Delaware"	"10"	67
	"Other Urinary Organs"	"29040"	"District of Columbia"	"11"	50
	"Other Urinary Organs"	"29040"	"Florida"	"12"	1430
	"Other Urinary Organs"	"29040"	"Georgia"	"13"	729
	"Other Urinary Organs"	"29040"	"Hawaii"	"15"	84
	"Other Urinary Organs"	"29040"	"Idaho"	"16"	163
	"Other Urinary Organs"	"29040"	"Illinois"	"17"	941
	"Other Urinary Organs"	"29040"	"Indiana"	"18"	473
	"Other Urinary Organs"	"29040"	"Iowa"	"19"	334
	"Other Urinary Organs"	"29040"	"Kansas"	"20"	195
	"Other Urinary Organs"	"29040"	"Kentucky"	"21"	363
	"Other Urinary Organs"	"29040"	"Louisiana"	"22"	396
	"Other Urinary Organs"	"29040"	"Maine"	"23"	124
	"Other Urinary Organs"	"29040"	"Maryland"	"24"	522
	"Other Urinary Organs"	"29040"	"Massachusetts"	"25"	622
	"Other Urinary Organs"	"29040"	"Michigan"	"26"	1196
	"Other Urinary Organs"	"29040"	"Minnesota"	"27"	445
	"Other Urinary Organs"	"29040"	"Mississippi"	"28"	157
	"Other Urinary Organs"	"29040"	"Missouri"	"29"	446
	"Other Urinary Organs"	"29040"	"Montana"	"30"	53
	"Other Urinary Organs"	"29040"	"Nebraska"	"31"	117
	"Other Urinary Organs"	"29040"	"Nevada"	"32"	260
	"Other Urinary Organs"	"29040"	"New Hampshire"	"33"	123
	"Other Urinary Organs"	"29040"	"New Jersey"	"34"	832
	"Other Urinary Organs"	"29040"	"New Mexico"	"35"	110
	"Other Urinary Organs"	"29040"	"New York"	"36"	1900
	"Other Urinary Organs"	"29040"	"North Carolina"	"37"	682
	"Other Urinary Organs"	"29040"	"North Dakota"	"38"	49
	"Other Urinary Organs"	"29040"	"Ohio"	"39"	714
	"Other Urinary Organs"	"29040"	"Oklahoma"	"40"	197
	"Other Urinary Organs"	"29040"	"Oregon"	"41"	288
	"Other Urinary Organs"	"29040"	"Pennsylvania"	"42"	1248
	"Other Urinary Organs"	"29040"	"Rhode Island"	"44"	92
	"Other Urinary Organs"	"29040"	"South Carolina"	"45"	321
	"Other Urinary Organs"	"29040"	"South Dakota"	"46"	52
